text_id	sp_code	lang	sentence	(word)	(rus)	gloss	form	p	atr	ep	clause	seq_nr	comment
b25	kvan14	Bagvalal	15			v-caus-neg-part=n	participle	other	NA	NA	non-clausal	41	
b25	kvan14	Bagvalal	15			v-ipf-part=n	participle	other	NA	NA	non-clausal	41	
b25	kvan14	Bagvalal	15			v=m=conv cop	perfect	pf	NA	NA	main line	41	
b25	kvan14	Bagvalal	15			v=m=conv cop	perfect	pf	NA	NA	main line	41	
b25	kvan14	Bagvalal	15			v-ms.pot-csl	sconverb	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	15			v-ms.pot-csl	sconverb	other	NA	NA	dependent	41	
b4	kvan11	Bagvalal	15	ɬuq’uri=r=o	ранить	v=hpl=conv	converb	other	NA	NA	dependent	43	
b4	kvan11	Bagvalal	15	š’ʷaš’ʷari=r=o ek’ʷa	разбегаться есть	v=hpl=conv cop	perfect	pf	NA	NA	main line	43	
b5	kvan4	Bagvalal	15	b=as-inaː-χ b=uk’a	рассказывать быть	n=v-ipf-conv n=v	preterite_imperfect	other	NA	NA	main line	44	
b6	kvan4	Bagvalal	15	s’ajli-r	читать	v-msd	masdar	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	15	kakir-aː-χ ek’ʷa	критиковать есть	v-ms.ipf-conv cop	present	other	NA	NA	comment	45	
b7	kvan5	Bagvalal	15	b=uk’a=b=eːna-ʁala	быть	n=v=n=conv.comit-rala	converb	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	15	b=uk’-a-lab-aː-ʁala	быть	n=v-pot-abo-f-rala	categorical affirmative	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	15	b=uk’-ur-oː=b	быть	n=v-ipf-part=n	participle	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	15	b=uħ-eː-ʁala	проскальзывать	n=v-caus-rala	preterite	pst	NA	NA	quote	46	
b8	kvan3	Bagvalal	15	k’anc’ur-u=b=q’aɬːani	прыгать	v-part=n=temp	converb	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	15	r=išːi-ra	хватать	npl=v-ipf.inf	infinitive	other	NA	NA	dependent	48	
b8	kvan3	Bagvalal	15	b=eχːeː-n-oː=b	начинать	n=v-ipf-part=n	participle	other	NA	NA	unknown	48	
b8	kvan3	Bagvalal	15	k’anc’ur-a-ɬ-o=b	прыгать	v-ms.pot-fut-part=n	participle	other	NA	NA	unknown	48	
b8	kvan3	Bagvalal	15	r=išːi-r-oːr	хватать	npl=v-ipf-part=npl	participle	other	NA	NA	unknown	48	
b8	kvan3	Bagvalal	15	b=uk’ur b=uƛ’eː-raː-χ	быть гнать	hpl=v=hpl hpl=v-ipf-conv	preterite_imperfect	other	NA	NA	main line	48	
b9	kvan3	Bagvalal	15			v-msd-obl-erg	masdar	other	NA	NA	non-clausal	51	
b9	kvan3	Bagvalal	15			v-ipf-conv-rabi m=v	preterite_imperfect	other	NA	NA	main line	51	
t01	mish1	Tsakhur	15	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	52	
t01	mish1	Tsakhur	15	aXʷ-a-na	оставаться	1.v-ipf-aa	atr_present	other	af		quote	52	
t02	mish1	Tsakhur	15	ac’a wo=d=un	знать быть	4.v cop=4=a	af_durative	other	af	nep	quote	53	
t02	mish1	Tsakhur	15	ha=w=ʔ-u-na	делать	3=v-pf-aa	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	15	taslim-x-e	сдаваться-стать	v-1.v-imp	imperative	other	naf		quote	53	
t02	mish1	Tsakhur	15	massa hiwo ɨxa-j	продавать давать стать	v 1.v.pf 1.v.pf-msd	masdar	other	naf		dependent	53	
t4	mish4	Tsakhur	15	giwa=t=χɨn	вешать	npl.v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	15	ič’u wo=r	входить быть	1.v-pf v=1	naf_perfect	pf	naf	ep	main line	62	
t6	mish5	Tsakhur	15	qa=p=pa	приходить	3=v.pf=adv.3	adv_converb	other	naf		dependent	66	adverbialized form used as converb, specific to this speaker
t6	mish5	Tsakhur	15	wo=d=ɨm-mɨ	быть	v=npl=a-pl	atr_present	other	af		main line	66	
t6	mish5	Tsakhur	15	wo=d=ɨm-mɨ	быть	v=npl=a-pl	atr_present	other	af		main line	66	
t6	mish5	Tsakhur	15	(wo=d=niː)	быть	v=4=em2	present	other	naf		main line	66	
t7	mish8	Tsakhur	15	sa=w=ʔ-u-na	собирать	3=v-pf-aa	atr_aorist	pst	af		main line	67	
t8	mish4	Tsakhur	15	ɨxa-jn-ne	стать	4.v.pf-a-q2	atr_aorist	pst	af		quote	68	
t8	mish4	Tsakhur	15	gi=d=ʁɨl-o=d	начаться-быть	4=v.pf-v=4	naf_perfect	pf	naf	ep	main line	68	
t8	mish4	Tsakhur	15	deš-de	не.быть	neg.cop-q2	present	other	naf		quote	68	
t8	mish4	Tsakhur	15	ič’e-sːe	входить	1.v-temp2	sconverb	other	naf		dependent	68	
b1	kvan4	Bagvalal	16	b=et-aː-ɬ-o=ba weč’e	оставлять не.есть	hpl=v-pot-fut-part=hpl neg.cop	future	other	NA	NA	quote	1	
b1	kvan4	Bagvalal	16	b=ac’-ir-oː=b	достигать	n=v-ipf-part=n	participle	other	NA	NA	dependent	1	
b1	kvan4	Bagvalal	16	b=ij-a-raː	знать	n=v-pot-cond	sconverb	other	NA	NA	dependent	1	
b10	kvan14	Bagvalal	16			n=adj=vrb=n=conv	converb	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	16			m=v=m=conv	converb	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	16			v=part.n=da	participle	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	16			n=v=n=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	16			v=part.m m=v-di	preterite_resultative	other	NA	NA	quote	5	
b14	kvan4	Bagvalal	16			cop=part.m	participle	other	NA	NA	dependent	10	
b14	kvan4	Bagvalal	16			cop	present	other	NA	NA	quote	10	
b14	kvan4	Bagvalal	16			v	preterite	pst	NA	NA	main line	10	
b17	kvan13	Bagvalal	16			n=v=n=conv cop	perfect	pf	NA	NA	main line	19	
b17	kvan13	Bagvalal	16			cop-q-re	present	other	NA	NA	quote	19	
b23	kvan3	Bagvalal	16			cop-q-rala	present	other	NA	NA	quote	29	
b25	kvan14	Bagvalal	16			v=n=conv	converb	other	NA	NA	dependent	41	
b25	kvan14	Bagvalal	16			n=v=n=conv cop	perfect	pf	NA	NA	main line	41	
b25	kvan14	Bagvalal	16			v-part=n=temp	sconverb	other	NA	NA	dependent	41	
b4	kvan11	Bagvalal	16	b=uɬu=b	стать	n=v=part.n	participle	other	NA	NA	NA	43	
b4	kvan11	Bagvalal	16	k’ʷaː=w=o ek’ʷa-di	убивать есть	v=m=conv cop-di	perfect	pf	NA	NA	quote	43	
b4	kvan11	Bagvalal	16	heƛ’i-raː-χ ek’ʷa	говорить есть	v-ipf-conv cop	present	other	NA	NA	comment	43	
b5	kvan4	Bagvalal	16	ašti=b=o b=uk’a	слушать быть	v=n=conv n=v	preterite_pluperfect	other	NA	NA	main line	44	
b6	kvan4	Bagvalal	16	bihi-r-la	брать	v-msd-la	masdar	other	NA	NA	dependent	45	
b6	kvan4	Bagvalal	16	kakir-aː-χ ek’ʷa	критиковать есть	v-ms.ipf-conv cop	present	other	NA	NA	comment	45	
b7	kvan5	Bagvalal	16	džeː=j=o	делать	v=f=conv	converb	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	16	j=e-be-ʁala	приезжать	f=v-imp-rala	imperative	other	NA	NA	quote	46	
b8	kvan3	Bagvalal	16	w=ič’a-me-ʁala	смотреть	m=v-imp-rala	imperative	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	16	heƛ’i-r-oː=b	говорить	v-ipf-part=n	participle	other	NA	NA	main line	48	present translation
b8	kvan3	Bagvalal	16	ek’ʷ-eːš-dala	есть	cop-q-dala	present	other	NA	NA	quote	48	
t01	mish1	Tsakhur	16	ɢada=r=xun=na	бежать	1=v.pf-aa	atr_aorist	pst	af		main line	52	
t01	mish1	Tsakhur	16	sa=p’=k’ɨl	возвращаться	hpl=v.pf	converb	other	naf		dependent	52	
t01	mish1	Tsakhur	16	qaːI-nɢaI	идти	v.ipf-temp1	sconverb	other	naf		dependent	52	
t02	mish1	Tsakhur	16	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	16	qik’-e-dže	умирать	1.v-imp-juss	jussive	other	naf		quote	53	
t02	mish1	Tsakhur	16	gjoxːʷan-na	гореть	1.v.pot-opt	optative	other	naf		quote	53	
t2	mish3	Tsakhur	16	sɨʁoc-aʔ-u-na	вставать-делать	v-1.v-pf-aa	atr_aorist	pst	af		first	58	
t2	mish3	Tsakhur	16	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	58	
t2	mish3	Tsakhur	16	haʔ-a-ni	делать	4.v-ipf-aobl	participle	other	ptcp		dependent	58	
t3	mish4	Tsakhur	16	ejxe ɨxa	стать стать	1.v-ipf 1.v-pf	imperfect	other	naf		first	61	
t4	mish4	Tsakhur	16	ačmiš-haʔ-as	открывать-делать	v-4.v-pot	infinitive	other	naf		dependent	62	
t4	mish4	Tsakhur	16	ɨxa deš-o=d	стать не.быть-быть	4.v.pf neg.cop-v=4	naf_perfect	pf	naf	ep	main line	62	
t4	mish4	Tsakhur	16	ič’ʷ-iːnɢaˁ	входить	1.v.pf-temp1	sconverb	other	naf		dependent	62	
t6	mish6	Tsakhur	16	NA	NA	NA	NA	NA			NA	66	
t7	mish8	Tsakhur	16	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	67	
t7	mish8	Tsakhur	16	saʔ-u	собирать	npl.v-pf	converb	other	naf		dependent	67	
t7	mish8	Tsakhur	16	qah-u	зажигать	npl.v-pf	converb	other	naf		dependent	67	
t7	mish8	Tsakhur	16	deš-in	не.быть	neg.cop-a	participle	other	ptcp		dependent	67	
t7	mish8	Tsakhur	16	deš-in	не.быть	neg.cop-a	participle	other	ptcp		dependent	67	
t7	mish8	Tsakhur	16	deš-in	не.быть	neg.cop-a	participle	other	ptcp		dependent	67	
t7	mish8	Tsakhur	16	qoːxʷar-as	варить	3.v-pot	potential	other	naf		main line	67	
t8	mish4	Tsakhur	16	ɨxa-j-jiː	стать	4.v.pf-msd-and	masdar	other	naf		non-clausal	68	
t8	mish4	Tsakhur	16	d-exa-j	стать	neg-4.v-msd	masdar	other	naf		non-clausal	68	
t8	mish4	Tsakhur	16	iwho-wo=d	сказать-быть	v.pf-v=4	naf_perfect	pf	naf	ep	main line	68	
t8	mish4	Tsakhur	16	ac’a-x-es	знать-стать	4.v-4.v-pot	potential	other	naf		quote	68	
b1	kvan4	Bagvalal	17	hurhiri-č’i-raː	шевелиться	v-neg-cond	converb	other	NA	NA	dependent	1	
b1	kvan4	Bagvalal	17	c’ʷan-aː-ɬ-o=b ek’ʷa	думать есть	v-ms.pot-fut-part=n cop	future	other	NA	NA	quote	1	
b1	kvan4	Bagvalal	17	b=ac’-iraː-χ weč’e-di	достигать не.есть	n=v-ipf-conv neg.cop-di	present	other	NA	NA	quote	1	
b10	kvan14	Bagvalal	17			m=v=m=conv neg.cop	perfect	pf	NA	NA	main line	5	
b14	kvan4	Bagvalal	17			m=v=m=conv	converb	other	NA	NA	dependent	10	
b14	kvan4	Bagvalal	17			n=v	preterite	pst	NA	NA	main line	10	
b17	kvan13	Bagvalal	17			m=v=m=conv	converb	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	17			m=v-ipf-part=m	participle	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	17			v=m=conv cop	perfect	pf	NA	NA	main line	19	
b17	kvan13	Bagvalal	17			cop-re	present	other	NA	NA	quote	19	
b23	kvan3	Bagvalal	17			n=v	preterite	pst	NA	NA	main line	29	
b4	kvan11	Bagvalal	17	s’ik’iri=r=o	увеличиваться	v=hpl=conv	converb	other	NA	NA	dependent	43	
b4	kvan11	Bagvalal	17	b=uh-eː-r	собираться	n=v-caus-msd	masdar	other	NA	NA	dependent	43	
b4	kvan11	Bagvalal	17	b=eta=b=o ek’ʷa	оставлять есть	n=v=n=conv cop	perfect	pf	NA	NA	comment	43	
b5	kvan4	Bagvalal	17	b=uku	падать	n=v	preterite	pst	NA	NA	dependent	44	
b5	kvan4	Bagvalal	17	b=eɬi	уходить	n=v	preterite	pst	NA	NA	main line	44	
b6	kvan4	Bagvalal	17	b=at’a-li-r	разный	n=v-vrb-msd	masdar	other	NA	NA	NA	45	
b6	kvan4	Bagvalal	17	ek’ʷa	есть	cop	present	other	NA	NA	comment	45	
b7	kvan5	Bagvalal	17	heƛ’i=b=eːna	говорить	v=v=conv.comit	converb	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	17	j=eː-raː-č’e-ʁe-di	приезжать	f=v-ipf-fut.neg-re-di	future	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	17	b=is-an-ʁe	находить	n=v-pot.imp-re	imperative	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	17	j=uħ-aː	проскальзывать	f=v-pot.inf	infinitive	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	17	j=uku-č’-u=j=ʁala-di-la	быть.должным	f=v-neg-part=f=rala-di-la	participle	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	17	j-uk’-ura-da-č’i-ʁe-di	быть	f=v-ipf-da-neg-re-di	preterite	pst	NA	NA	dependent	46	negative preterite, formed from imperfective stem? + form is subordinate to future auxiliary
b7	kvan5	Bagvalal	17	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	46	
b8	kvan3	Bagvalal	17	b=ah-a-ʁe	брать	n=v-pot.imp-re	imperative	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	17	w=ič’-in-oː=w	смотреть	m=v-ipf-part=m	participle	other	NA	NA	main line	48	
b8	kvan3	Bagvalal	17	heƛ’i-r-oː=b	говорить	v-ipf-part=n	participle	other	NA	NA	quote	48	
b8	kvan3	Bagvalal	17	ek’ʷa-ʁa-di	есть	cop-ra-di	present	other	NA	NA	quote	48	
t01	mish1	Tsakhur	17	jug-qixa	хороший-стать	adj-v.pf	aorist	pst	naf		quote	52	
t01	mish1	Tsakhur	17	ha=w=ʔ-u	делать	3=v-pf	aorist	pst	naf		quote	52	
t02	mish1	Tsakhur	17	ajt’ɨl-na	связывать	1.v.pf-aa	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	17	aqq-ɨ	хватать	1.v-pf	converb	other	naf		dependent	53	
t2	mish3	Tsakhur	17	iwho	говорить	v.pf	aorist	pst	naf		quote	58	
t2	mish3	Tsakhur	17	iwh-e	говорить	v-imp	imperative	other	naf		quote	58	
t3	mish4	Tsakhur	17	ič’u	входить	1.v-pf	aorist	pst	naf		main line	61	converb?
t3	mish4	Tsakhur	17	wo=r j=ixa	быть стать	v=2 2=v.pf	naf_perfect	pf	naf	ep	main line	61	
t4	mish4	Tsakhur	17	ɨxa	стать	4.v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	17	ɨxa	стать	4.v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	17	ilʲakː-ɨ-na	смотреть	1.v-pf-aa	atr_aorist	pst	af		main line	62	
t4	mish4	Tsakhur	17	ič’ʷ-iːnɢaˁ	входить	1.v-pf v=1	sconverb	other	naf		dependent	62	
t6	mish5	Tsakhur	17	hi=p=xɨr	доходить	hpl=v.pf	aorist	pst	naf		main line	66	
t6	mish5	Tsakhur	17	ɨxa	стать	4.v.pf	aorist	pst	naf		main line	66	
t6	mish5	Tsakhur	17	haˁzir-u=w=xa-jm-mɨ	готовиться-стать	v-hpl=v.pf-a-pl	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	17	atːamiš-u=w=xa-jm-mɨ	трогаться-стать	v-hpl=v.pf-a-pl	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	17	janašmiš-e=p=xa-jm-mɨ	приступать-стать	v-hpl=v.pf-a-pl	atr_aorist	pst	af		main line	66	
t6	mish5	Tsakhur	17	hi=p=xɨr-iː-l-e	доходить	hpl=v.pf-msd-sup-el	masdar	other	naf		dependent	66	
t7	mish8	Tsakhur	17	o=t=xun-in	кушать	4=v.pf-a	atr_aorist	pst	af		main line	67	
t7	mish8	Tsakhur	17	q’ɨš-o=d qɨʁɨč’-u	масло-быть выходить	noun.4-v=4 4.v-pf	naf_perfect	pf	naf	ep	main line	67	
t8	mish4	Tsakhur	17	alʲaːt’-u	брать	4.v-pf	converb	other	naf		dependent	68	
t8	mish4	Tsakhur	17	a=b=k’ɨn-o=b	идти-быть	hpl=v.pf-v=hpl	naf_perfect	pf	naf	ep	main line	68	
b1	kvan4	Bagvalal	18	heƛ’i=b=o	говорить	v=n=conv	converb	other	NA	NA	dependent	1	
b1	kvan4	Bagvalal	18	b=eli=r=o ek’ʷa	уходить есть	hpl=v=hpl=conv cop	perfect	pf	NA	NA	main line	1	
b1	kvan4	Bagvalal	18	b=ac’-iraː-χ weč’e-di-la	достигать не.есть	n=v-ipf-conv neg.cop-di-la	present	other	NA	NA	quote	1	
b10	kvan14	Bagvalal	18			n=v=n=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	18			v-pot-csl	sconverb	other	NA	NA	dependent	5	
b14	kvan4	Bagvalal	18			m=v-pot.inf	infinitive	other	NA	NA	dependent	10	
b14	kvan4	Bagvalal	18			m=v-pot.inf	infinitive	other	NA	NA	dependent	10	
b14	kvan4	Bagvalal	18			neg.cop-part=m	participle	other	NA	NA	dependent	10	
b14	kvan4	Bagvalal	18			neg.cop-part=m	participle	other	NA	NA	dependent	10	
b14	kvan4	Bagvalal	18			v=n=conv cop	perfect	pf	NA	NA	main line	10	
b14	kvan4	Bagvalal	18			cop-gora	present	other	NA	NA	quote	10	
b17	kvan13	Bagvalal	18			v-ms.ipf-conv	converb	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	18			v-ms.ipf-conv	converb	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	18			cop-re	present	other	NA	NA	quote	19	
b17	kvan13	Bagvalal	18			cop-re	present	other	NA	NA	quote	19	
b17	kvan13	Bagvalal	18			cop-re	present	other	NA	NA	quote	19	
b23	kvan3	Bagvalal	18			v	preterite	pst	NA	NA	main line	29	
b5	kvan4	Bagvalal	18	r=ihi=b=o	брать	npl=v=n=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	18	t’ani=b=o	кидать	v=n=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	18	b=ihi=b=o	брать	n=v=n=conv	converb	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	18	w=eː-bi-č’-aː	приходить	m=v-bi-neg-pot.inf	infinitive	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	18	šardeː	подавать	v	preterite	pst	NA	NA	main line	44	
b6	kvan4	Bagvalal	18	b=uku-č’i-r	становиться	n=v-neg-msd	masdar	other	NA	NA	NA	45	
b6	kvan4	Bagvalal	18	b=uɬu	стать	n=v	preterite	pst	NA	NA	main line	45	
b7	kvan5	Bagvalal	18	w=aː=w=o	приходить	m=v=m=conv	converb	other	NA	NA	dependent	46	
b7	kvan5	Bagvalal	18	s’ajl-oː=b	учиться	v.ipf-part=n	participle	other	NA	NA	quote	46	
b7	kvan5	Bagvalal	18	heƛ’i	говорить	v	preterite	pst	NA	NA	main line	46	
b8	kvan6	Bagvalal	18	b=uk’-eːšt-oː	быть	n=v-q-m	preterite	pst	NA	NA	conversation	48	
t01	mish1	Tsakhur	18	ɢadže-ne	видеть	4.v.pf-q2	aorist	pst	naf		quote	52	
t01	mish1	Tsakhur	18	haʔʷ-in	делать	4.v.pf-a	atr_aorist	pst	af		main line	52	
t02	mish1	Tsakhur	18	ha=w=ʔ-u-na	делать	3=v-pf-aa	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	18	ix-es-i	стать	4.v-pot-irr	irrealis	other	naf		quote	53	
t2	mish3	Tsakhur	18	iwho	говорить	v-pf	aorist	pst	naf		main line	58	
t2	mish3	Tsakhur	18	ejh-e-jiː	говорить	v-ipf-em1	present	other	naf		main line	58	translation past
t3	mish4	Tsakhur	18	ič’u	входить	1.v-pf	aorist	pst	naf		main line	61	
t3	mish4	Tsakhur	18	waχt-o=b w=uxa	время-быть стать	noun.3-v=3 3=v.pf	naf_perfect	pf	naf	ep	main line	61	
t3	mish4	Tsakhur	18	ɨxa deš-o=r	стать не.быть-быть	1.v.pf neg.cop-v=1	naf_perfect	pf	naf	ep	main line	61	
t3	mish4	Tsakhur	18	qɨˁʁaː-na	выходить	2.v.ipf-aa	participle	other	ptcp		non-clausal	61	
t4	mish4	Tsakhur	18	a=w=t’ul w=uxa	привязывать стать	3=v.pf 3=v.pf	pluperfect	other	naf		main line	62	
t6	mish5	Tsakhur	18	qɨʁaʔ-u=da	вынимать	npl.v-pf=adv.4	adv_converb	other	naf		dependent	66	adverbialized form used as converb, specific to this speaker
t6	mish5	Tsakhur	18	haʔ-u=da	делать	4.v-pf=adv.4	adv_converb	other	naf		dependent	66	adverbialized form used as converb, specific to this speaker
t6	mish5	Tsakhur	18	qɨʁaʔ-u=da	вынимать	npl.v-pf=adv.4	adv_converb	other	naf		dependent	66	adverbialized form used as converb, specific to this speaker
t6	mish5	Tsakhur	18	k’ʲaʔ-u=da	раскладывать	4.v-pf=adv.4	adv_converb	other	naf		dependent	66	adverbialized form used as converb, specific to this speaker
t7	mish8	Tsakhur	18	bit’al-aʔ-iːn	раздавать-делать	v-4.v.pf-a	atr_aorist	pst	af		main line	67	
t7	mish8	Tsakhur	18	axʷ-iːn=ɨd	оставаться	4.v.pf-a=coh.4	participle	other	ptcp		non-clausal	67	
t8	mish4	Tsakhur	18	deš-xe	не.быть	neg.cop-hab	habitual	other	naf		quote	68	
t8	mish4	Tsakhur	18	a=w=q-as	ловить	3=v-pot	infinitive	other	naf		dependent	68	
t8	mish4	Tsakhur	18	qidɣɨn-o=d haʔ-u	вопрос-быть делать	noun.4-v=4 4.v-pf	naf_perfect	pf	naf	ep	main line	68	
t8	mish4	Tsakhur	18	wo=d=niː	быть	v=4=q4	present	other	naf		quote	68	
t8	mish4	Tsakhur	18	deš-di	не.быть	neg.cop-q4	present	other	naf		quote	68	
t8	mish4	Tsakhur	18	hi=p=xɨr-iːnɢaˁ	доходить	hpl=v.pf-temp1	sconverb	other	naf		dependent	68	
t8	mish4	Tsakhur	18	uˁqː-a-nɢaˁ	отправляться	1.v-ipf-temp1	sconverb	other	naf		dependent	68	
b1	kvan4	Bagvalal	19	s’ik’-ir-a	увеличиваться	v-ms.ipf.inf	infinitive	other	NA	NA	dependent	2	
b1	kvan4	Bagvalal	19	k’anc’uri-r	прыгать	v-msd	masdar	other	NA	NA	dependent	2	
b1	kvan4	Bagvalal	19	b=uh-ur	забирать	n=v-msd	masdar	other	NA	NA	dependent	2	
b1	kvan4	Bagvalal	19	ašːa	начинаться	v	preterite	pst	NA	NA	first	2	
b10	kvan14	Bagvalal	19			f=v=f=conv	converb	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	19			v=f=conv	converb	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	19			v=f=conv	converb	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	19			v-msd-la	masdar	other	NA	NA	non-clausal	5	
b10	kvan14	Bagvalal	19			v=part.m	participle	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	19			v-ipf-part=n	participle	other	NA	NA	dependent	5	
b10	kvan14	Bagvalal	19			v=f=conv cop	perfect	pf	NA	NA	main line	5	
b10	kvan14	Bagvalal	19			m=v-pot-csl	sconverb	other	NA	NA	dependent	5	
b14	kvan4	Bagvalal	19			noun-vrb-msd	masdar	other	NA	NA	non-clausal	10	
b14	kvan4	Bagvalal	19			v-ipf-part=n	participle	other	NA	NA	main line	10	
b14	kvan4	Bagvalal	19			n=v-ipf-part=m	participle	other	NA	NA	dependent	10	
b14	kvan4	Bagvalal	19			v-part=n=eq1	participle	other	NA	NA	dependent	10	
b14	kvan4	Bagvalal	19			m=v=m=conv cop	perfect	pf	NA	NA	quote	10	
b14	kvan4	Bagvalal	19			m=v-neg	preterite	pst	NA	NA	main line	10	
b17	kvan13	Bagvalal	19			f=v=f=conv	converb	other	NA	NA	dependent	19	
b17	kvan13	Bagvalal	19			v=n=conv cop	perfect	pf	NA	NA	main line	19	
b23	kvan3	Bagvalal	19			cop	present	other	NA	NA	main line	29	
b5	kvan4	Bagvalal	19	b=uk’-aː-ɬ-o=b	быть	n=v-pot-fut-part=n	participle	other	NA	NA	dependent	44	
b5	kvan4	Bagvalal	19	b=ija	знать	n=v	preterite	pst	NA	NA	main line	44	
b7	kvan5	Bagvalal	19	ek’ʷa-ʁala	есть	cop-rala	present	other	NA	NA	quote	46	
b8	kvan3	Bagvalal	19	b=uk’a	быть	n=v	preterite	pst	NA	NA	conversation	48	
t01	mish1	Tsakhur	19	ɢadže deš	видеть не.быть	4.v.pf neg.cop	aorist	pst	naf		quote	52	
t01	mish1	Tsakhur	19	iwho-jn	говорить	4.v.pf-a	atr_aorist	pst	af		quote	52	
t01	mish1	Tsakhur	19	iwho-jn	говорить	v.pf-a	atr_aorist	pst	af		main line	52	
t01	mish1	Tsakhur	19	ɨk’ar deš-in-wɨ	болеть не.быть	4.v.ipf neg.cop-a-wy	atr_present	other	af		quote	52	
t02	mish1	Tsakhur	19	ilʲo=r=zur	останавливаться	1=v.pf	aorist	pst	naf		quote	53	
t02	mish1	Tsakhur	19	ɢadže-na	видеть	1.v.pf-atr	atr_aorist	pst	af		main line	53	
t02	mish1	Tsakhur	19	ajt’ɨl	связывать	1.v.pf	converb	other	naf		dependent	53	
t2	mish3	Tsakhur	19	mat-xa-jiː	удивляться-стать	v-1.v.pf-em1	aorist	pst	naf		main line	58	
t2	mish3	Tsakhur	19	iwh-es	говорить	v-pot	infinitive	other	naf		dependent	58	
t2	mish3	Tsakhur	19	aˁχ-a-wɨ	мочь	4.v-ipf-wy	present	other	naf		dependent	58	translation past / wy
t3	mish4	Tsakhur	19	baʁlamiš-aʔ-as	закрываться-делать	v-3.v-pot	infinitive	other	naf		dependent	61	
t3	mish4	Tsakhur	19	ič’-u wo=r	входить быть	1.v-pf v=1	naf_perfect	pf	naf	ep	main line	61	
t3	mish4	Tsakhur	19	haˁzir-j=ejx-e	готовый-стать	adj-2=v-ipf	present	other	naf		main line	61	past translation
t4	mish4	Tsakhur	19	w=uxa	стать	3=v.pf	aorist	pst	naf		main line	62	
t4	mish4	Tsakhur	19	w=uxa	стать	3=v.pf	aorist	pst	naf		main line	62	
t6	mish5	Tsakhur	19	aˁlʲhaː-s	идти	v-pot	infinitive	other	naf		dependent	66	
t6	mish5	Tsakhur	19	bɨkɨr-aʔ-iː-l-e	выполнить-делать	v-npl.v.pf-msd-sup-el	masdar	other	naf		dependent	66	
t6	mish5	Tsakhur	19	w=ukːan	хотеть	hpl=v.ipf	present	other	naf		main line	66	
t7	mish8	Tsakhur	19	ɢatːixan-aʔʷ-iːn	освобождаться-делать	4.v-4.pf-a	atr_aorist	pst	af		comment	67	
t8	mish4	Tsakhur	19	ɨxa-j-jiː	стать	4.v.pf-msd.4-and	masdar	other	naf		non-clausal	68	
t8	mish4	Tsakhur	19	d-exa-j	стать	neg-4.v.pf-msd.4	masdar	other	naf		non-clausal	68	
t8	mish4	Tsakhur	19	iwho-wo=d	сказать-быть	v.pf-v=4	naf_perfect	pf	naf	ep	main line	68	
t8	mish4	Tsakhur	19	k’elʲ-deš-o=d	помнить-не.быть-быть	v-neg-v=4	present	other	naf		quote	68	
